,company,Address,INBUILDING,EXTBUILDING,POILOGISTIC,ZONE,HouseNum,RoadName,POBOX,zipcode,city,CEDEX,ADDITIONAL,country,codeDep
1319,PARINORD LOGISTIC ET DISTRIBUTION,ZAC PARIS NORD 2 400 RUE DE LA BELLE ETOILE 95700 ROISSY EN FRANCE FRANCE,NONE,NONE,NONE,ZAC PARIS NORD 2,400,RUE DE LA BELLE ETOILE,NONE,95700,ROISSY EN FRANCE,NONE,NONE,FRANCE,95
1320,MAS MARINE,'2235 AVENUE DE L''AEROPORT 83400 HYERES FRANCE',NONE,NONE,NONE,NONE,2235,'AVENUE DE L''AEROPORT',NONE,83400,HYERES,NONE,NONE,FRANCE,83
1321,COMPAGNIE FLUVIALE DE TRANSPORT,11 RUE DU PONT 5 76600 LE HAVRE FRANCE,NONE,NONE,NONE,NONE,11,RUE DU PONT 5 ,NONE,76600,LE HAVRE,NONE,NONE,FRANCE,76
1322,AUTO BRETAGNE IMPORT,16 ALLEE DU REPOS 44210 PORNIC FRANCE,NONE,NONE,NONE,NONE,16,ALLEE DU REPOS,NONE,44210,PORNIC,NONE,NONE,FRANCE,44
1323,SCI PORT MARIA,10 RUE DU COUCHANT 56170 QUIBERON FRANCE,NONE,NONE,NONE,NONE,10,RUE DU COUCHANT,NONE,56170,QUIBERON,NONE,NONE,FRANCE,56
1324,WORLD FREIGHT COMPANY INTERNATIONAL SAS,BATIMENT 3313 ZONE DE FRET 4 RUE DU CERCLE 95705 ROISSY EN FRANCE FRANCE,NONE,BATIMENT 3313,NONE,ZONE DE FRET 4 ,NONE,RUE DU CERCLE,NONE,95705,ROISSY EN FRANCE,NONE,NONE,FRANCE,95
1325,GROUP INTERN IMPORT GAZ NATUREL LIQUEFIE,'8 RUE DE L''HOTEL DE VILLE 92200 NEUILLY SUR SEINE FRANCE',NONE,NONE,NONE,NONE,8,'RUE DE L''HOTEL DE VILLE',NONE,92200,NEUILLY SUR SEINE,NONE,NONE,FRANCE,92
1326,LOGISTICS COLLECTION,IMMEUBLE LE SPALLIS 12 RUE JAMES WATT 93200 SAINT DENIS FRANCE,NONE,IMMEUBLE LE SPALLIS,NONE,NONE,12,RUE JAMES WATT,NONE,93200,SAINT DENIS,NONE,NONE,FRANCE,93
1327,GRAND PORT MARITIME DE NANTES SAINTNAZAIRE,18 QUAI ERNEST RENAUD BP 18609 44100 NANTES FRANCE,NONE,NONE,NONE,NONE,18,QUAI ERNEST RENAUD,BP 18609,44100,NANTES,NONE,NONE,FRANCE,44
1328,CENTUM ADETEL TRANSPORTATION,2 CHEMIN DU RUISSEAU 69130 ECULLY FRANCE,NONE,NONE,NONE,NONE,2,CHEMIN DU RUISSEAU,NONE,69130,ECULLY,NONE,NONE,FRANCE,69
1329,PORT VRIL INVESTISSEMENTS,43 RUE DU GENERAL LECLERC 44000 REZE FRANCE,NONE,NONE,NONE,NONE,43,RUE DU GENERAL LECLERC,NONE,44000,REZE,NONE,NONE,FRANCE,44
1330,BRENNTAG EXPORT SARL,21 BOULEVARD DE L�EUROPE BP 60026 13127 VITROLLES FRANCE,NONE,NONE,NONE,NONE,21,BOULEVARD DE L�EUROPE,BP 60026,13127,VITROLLES,NONE,NONE,FRANCE,13
1331,B2B FRUIT TRADING,1 AVENUE DU PETIT PRETRE 56500 LOCMINE FRANCE,NONE,NONE,NONE,NONE,1,AVENUE DU PETIT PRETRE ,NONE,56500,LOCMINE,NONE,NONE,FRANCE,56
1332,GRAIN SUPPLY,97 COTEAU DE LA JUSTICE 80100 ABBEVILLE FRANCE,NONE,NONE,NONE,NONE,97,COTEAU DE LA JUSTICE,NONE,80100,ABBEVILLE,NONE,NONE,FRANCE,80
1333,INOX IMPORT SYSTEM,529 AVENUE DE LA FLEURIDE 13400 AUBAGNE FRANCE,NONE,NONE,NONE,NONE,529,AVENUE DE LA FLEURIDE,NONE,13400,AUBAGNE,NONE,NONE,FRANCE,13
1334,TERROIRS EXPORT,ETAGE 3 GAUCHE 9 RUE DU PERE BROTTIER 41000 BLOIS FRANCE,ETAGE 3 GAUCHE,NONE,NONE,NONE,9,RUE DU PERE BROTTIER ,NONE,41000,BLOIS,NONE,NONE,FRANCE,41
1335,FUTURA TRADING,DOMAINE DE LORCA AVENUE DU REVESTEL 13200 CASSIS FRANCE,NONE,NONE,NONE,DOMAINE DE LORCA,NONE,AVENUE DU REVESTEL,NONE,13200,CASSIS,NONE,NONE,FRANCE,13
1336,MEDICAMENTS EXPORT,17 AVENUE RUDOLF DIESEL 33700 MERIGNAC FRANCE,NONE,NONE,NONE,NONE,17,AVENUE RUDOLF DIESEL,NONE,33700,MERIGNAC,NONE,NONE,FRANCE,33
1337,WORLD PRIVATE TRADING,28 AVENUE DE MAURIN 34000 MONTPELLIER FRANCE,NONE,NONE,NONE,NONE,28,AVENUE DE MAURIN,NONE,34000,MONTPELLIER,NONE,NONE,FRANCE,34
1338,ALPES TRADING,1330 AVENUE DE LA LIBERATION 74460 MARNAZ FRANCE,NONE,NONE,NONE,NONE,1330,AVENUE DE LA LIBERATION,NONE,74460,MARNAZ,NONE,NONE,FRANCE,74
1339,SO TRANS MAT,ROUTE DE SAINT CHRIST BRIOT 80200 BRIE FRANCE,NONE,NONE,NONE,NONE,NONE,ROUTE DE SAINT CHRIST BRIOT,NONE,80200,BRIE,NONE,NONE,FRANCE,80
1340,FD EXPORT,ZONE DE LERION KENEAH SUD 56400 PLOUGOUMELEN FRANCE,NONE,NONE,NONE,ZONE DE LERION KENEAH SUD,NONE,NONE,NONE,56400,PLOUGOUMELEN,NONE,NONE,FRANCE,56
1341,CIE HAVRAISE DE TRANSIT MARITIME,55 RUE CHARLES MICHELS 93200 SAINT DENIS FRANCE,NONE,NONE,NONE,NONE,55,RUE CHARLES MICHELS  ,NONE,93200,SAINT DENIS,NONE,NONE,FRANCE,93
1342,AUTO SUPPLY,30 RUE PAULE RAYMONDIS 31200 TOULOUSE FRANCE,NONE,NONE,NONE,NONE,30,RUE PAULE RAYMONDIS,NONE,31200,TOULOUSE,NONE,NONE,FRANCE,31
1343,CAPVACANCES PORT BARCARES,5 AVENUE VICTOR HUGO 43100 BRIOUDE FRANCE,NONE,NONE,NONE,NONE,5,AVENUE VICTOR HUGO,NONE,43100,BRIOUDE,NONE,NONE,FRANCE,43
1344,VICAT INTERNATIONAL TRADING,6 PLACE DE L’IRIS 92400 COURBEVOIE FRANCE,NONE,NONE,NONE,NONE,6,PLACE DE L�IRIS ,NONE,92400,COURBEVOIE,NONE,NONE,FRANCE,92
1345,BAETEMAN IMPORT EXPORT,300 AVENUE DE LA FLEURIDE 13400 AUBAGNE FRANCE,NONE,NONE,NONE,NONE,300,AVENUE DE LA FLEURIDE,NONE,13400,AUBAGNE,NONE,NONE,FRANCE,13
1346,POLYMER TRADING,91 GRAND RUE 67220 STEIGE FRANCE,NONE,NONE,NONE,NONE,91,GRAND RUE,NONE,67220,STEIGE,NONE,NONE,FRANCE,67
1347,FIP PERFORMANCE EXPORT,8 RUE DES TRENTE SIX PONTS CS 64210 31400 TOULOUSE FRANCE,NONE,NONE,NONE,NONE,8,RUE DES TRENTE SIX PONTS,CS 64210,31400,TOULOUSE,NONE,NONE,FRANCE,31
1348,EUROPEAN TRADE,ZONE INDUSTRIELLE LES MILLES 65 RUE ALBERT EINSTEIN 13290 AIX EN PROVENCE FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE LES MILLES,65,RUE ALBERT EINSTEIN,NONE,13290,AIX EN PROVENCE,NONE,NONE,FRANCE,80
1349,LA DAME BLEU MARINE,41 RUE DU CAPITAINE GUYNEMER 92400 COURBEVOIE FRANCE,NONE,NONE,NONE,NONE,41,RUE DU CAPITAINE GUYNEMER,NONE,92400,COURBEVOIE,NONE,NONE,FRANCE,92
1350,LUMIPLAN TRANSPORT,PARC DACT DU MOULIN NEUF 1 IMPASSE AUGUSTIN FRESNEL 44800 SAINT HERBLAIN FRANCE,NONE,NONE,NONE,PARC DACT DU MOULIN NEUF,1,IMPASSE AUGUSTIN FRESNEL,NONE,44800,SAINT HERBLAIN,NONE,NONE,FRANCE,44
1351,FETE ,4 AVENUE DU CANAL DU BERRY 03100 MONTLUCON FRANCE,NONE,NONE,NONE,NONE,4,AVENUE DU CANAL DU BERRY,NONE,3100,MONTLUCON,NONE,NONE,FRANCE,3
1352,DESCARTES TRADING,17 COURS VALMY 92800 PUTEAUX FRANCE,NONE,NONE,NONE,NONE,17,COURS VALMY,NONE,92800,PUTEAUX,NONE,NONE,FRANCE,92
1353,BATI ORIENT IMPORT,121 ROUTE DU MOULIN DE LOSQUE 84300 CAVAILLON FRANCE,NONE,NONE,NONE,NONE,121,ROUTE DU MOULIN DE LOSQUE,NONE,84300,CAVAILLON,NONE,NONE,FRANCE,84
1354,OLGUI MARINE SERVICE,ETAGE 016 14 RUE EUGENE THEPOT 76600 LE HAVRE FRANCE,ETAGE 016,NONE,NONE,NONE,14,RUE EUGENE THEPOT,NONE,76600,LE HAVRE,NONE,NONE,FRANCE,76
1355,CIE FLUVIALE DE TRANSPORT DE GAZ,11 RUE DU PONT 5 76600 LE HAVRE FRANCE,NONE,NONE,NONE,NONE,11,RUE DU PONT 5,NONE,76600,LE HAVRE,NONE,NONE,FRANCE,76
1356,EURO CARGO RAIL,BATIMENT 028 11 RUE DE CAMBRAI 75019 PARIS FRANCE,NONE,BATIMENT 028,NONE,NONE,11,RUE DE CAMBRAI,NONE,75019,PARIS,NONE,NONE,FRANCE,75
1357,TOTAL EUROPEAN TRADING,2 PLACE JEAN MILLIER 92400 COURBEVOIE FRANCE,NONE,NONE,NONE,NONE,2,PLACE JEAN MILLIER,NONE,92400,COURBEVOIE,NONE,NONE,FRANCE,92
1358,SAVENCIA FROMAGE  DAIRY OVERSEAS,79 RUE JOSEPH BERTRAND 78220 VIROFLAY FRANCE,NONE,NONE,NONE,NONE,79,RUE JOSEPH BERTRAND,NONE,78220,VIROFLAY,NONE,NONE,FRANCE,78
1359,THYSSENKRUPP ELEVATOR MANUFACTURING FRANCE SAS,ZONE INDUSTRIELLE RUE DE CHAMPFLEUR 49124 ANGERS FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE,NONE,RUE DE CHAMPFLEUR,NONE,49124,ANGERS,NONE,NONE,FRANCE,49
1360,TRANSPORT STOCKAGE HYDROCARBURES,TOUR OPUS 12 77 ESPLANADE DU GENERAL DE GAULLE 92000 COURBEVOIE FRANCE,NONE,TOUR OPUS 12,NONE,NONE,77,ESPLANADE DU GENERAL DE GAULLE,NONE,92000,COURBEVOIE,NONE,NONE,FRANCE,92
1361,FRANCE CONTAINER TRADING SARL,LORME 68 RUE DE LA CROIX DE 78630 MORAINVILLIERS FRANCE,NONE,NONE,NONE,NONE,68,RUE DE LA CROIX DE,NONE,78630,MORAINVILLIERS,NONE,LORME,FRANCE,78
1362,HS TRADE SARL,146BIS AVENUE LOUIS ROCHE 92230 GENNEVILLIERS FRANCE,NONE,NONE,NONE,NONE,146BIS,AVENUE LOUIS ROCHE,NONE,92230,GENNEVILLIERS,NONE,NONE,FRANCE,92
1363,EMC TRADING,8 PLACE DU RALLIEMENT 49100 ANGERS FRANCE,NONE,NONE,NONE,NONE,8,PLACE DU RALLIEMENT,NONE,49100,ANGERS,NONE,NONE,FRANCE,49
1364,FOB IMPORT,95 CHEMIN DU RUTY 38480 ROMAGNIEU FRANCE,NONE,NONE,NONE,NONE,95,CHEMIN DU RUTY,NONE,38480,ROMAGNIEU,NONE,NONE,FRANCE,38
1365,ALDA MARINE ILE DE REILE DE BREHAT,148 ROUTE DE LA REINE 92100 BOULOGNE BILLANCOURT FRANCE,NONE,NONE,NONE,NONE,148,ROUTE DE LA REINE,NONE,92100,BOULOGNE BILLANCOURT,NONE,NONE,FRANCE,92
1366,SOCIETE DU GRAND PORT,83 AVENUE TRESPOEY 64000 PAU FRANCE,NONE,NONE,NONE,NONE,83,AVENUE TRESPOEY,NONE,64000,PAU,NONE,NONE,FRANCE,64
1367,GILLES MONGIN TRADING,ZONE INDUSTRIELLE DU MAS DES LANDES 1 RUE LOUIS BLERIOT 87170 ISLE FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE DU MAS DES LANDES,1,RUE LOUIS BLERIOT,NONE,87170,ISLE,NONE,NONE,FRANCE,87
1368,OLERON EXPORT,BATIMENT 2 IMMEUBLE TRIOPOLIS 6 RUE RENE CASSIN 33300 BORDEAUX FRANCE,NONE,BATIMENT 2 IMMEUBLE TRIOPOLIS,NONE,NONE,6,RUE RENE CASSIN,NONE,33300,BORDEAUX,NONE,NONE,FRANCE,33
1369,RESTAURANT DU PORT DE SECHEX,PORT DE SECHEX 74200 MARGENCEL FRANCE,NONE,NONE,PORT DE SECHEX,NONE,NONE,NONE,NONE,74200,MARGENCEL,NONE,NONE,FRANCE,74
1370,DOW AGROSCIENCES EXPORT SAS,371 RUE LUDWIG VAN BEETHOVEN 06560 VALBONNE FRANCE,NONE,NONE,NONE,NONE,371,RUE LUDWIG VAN BEETHOVEN,NONE,6560,VALBONNE,NONE,NONE,FRANCE,6
1371,JPL IMPORT,15 RUE DU DAGUENET 49100 ANGERS FRANCE,NONE,NONE,NONE,NONE,15,RUE DU DAGUENET,NONE,49100,ANGERS,NONE,NONE,FRANCE,49
1372,MARITIME ALBATROS,60 BOULEVARD MARECHAL JUIN 44100 NANTES FRANCE,NONE,NONE,NONE,NONE,60,BOULEVARD MARECHAL JUIN,NONE,44100,NANTES,NONE,NONE,FRANCE,44
1373,THAU MARITIMA,8 RUE EVARISTE GALOIS 34500 BEZIERS FRANCE,NONE,NONE,NONE,NONE,8,RUE EVARISTE GALOIS,NONE,34500,BEZIERS,NONE,NONE,FRANCE,34
1374,UNION REG SYNDICAT TRANSPORT ROUTIER PIC,APPARTEMENT 172 PARC DE BEAUVILLE 80000 AMIENS FRANCE,APPARTEMENT 172,NONE,NONE,PARC DE BEAUVILLE ,NONE,NONE,NONE,80000,AMIENS,NONE,NONE,FRANCE,80
1375,HP TRADING,TOUR FRANKLIN 100 TERRASSE BOIELDIEU 92800 PUTEAUX FRANCE,NONE,TOUR FRANKLIN,NONE,NONE,100,TERRASSE BOIELDIEU,NONE,92800,PUTEAUX,NONE,NONE,FRANCE,92
1376,INNOVATION IMPORT DIFFUSION,PARC AQUATECHNIQUE 11 RUE DE BERLIN 34200 SETE FRANCE,NONE,NONE,NONE,PARC AQUATECHNIQUE,11,RUE DE BERLIN,NONE,34200,SETE,NONE,NONE,FRANCE,34
1377,ALL WORLD TRANSPORT,1 RUE LE NOTRE 95190 GOUSSAINVILLE FRANCE,NONE,NONE,NONE,NONE,1,RUE LE NOTRE,NONE,95190,GOUSSAINVILLE,NONE,NONE,FRANCE,95
1378,CARAIBE MARINE,BOULEVARD ALLEGRE 97290 MARIN FRANCE,NONE,NONE,NONE,NONE,NONE,BOULEVARD ALLEGRE,NONE,97290,MARIN,NONE,NONE,FRANCE,972
1379,MUTUELLE DU GRAND PORT MARITIME DU HAVRE,TERRE PLEIN DE LA BARRE BP 1413 76600 LE HAVRE FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,BP 1413,76600,LE HAVRE,NONE,TERRE PLEIN DE LA BARRE,FRANCE,76
1380,MBP TRADING LIMITED,3 RUE DE LA JANAIE 35400 SAINT MALO FRANCE,NONE,NONE,NONE,NONE,3,RUE DE LA JANAIE,NONE,35400,SAINT MALO,NONE,NONE,FRANCE,35
1381,RTE RESEAU DE TRANSPORT D ELECTRICITE,IMMEUBLE WINDOW 7C PLACE DU DOME 92800 PUTEAUX FRANCE,NONE,IMMEUBLE WINDOW,NONE,NONE,7C,PLACE DU DOME,NONE,92800,PUTEAUX,NONE,NONE,FRANCE,92
1382,WORLD CARGO SERVICES,AEROPORT PARIS CHARLES DE GAULLE 1 RUE DU PRE 95700 ROISSY EN FRANCE FRANCE,NONE,NONE,AEROPORT PARIS CHARLES DE GAULLE,NONE,1,RUE DU PRE,NONE,95700,ROISSY EN FRANCE,NONE,NONE,FRANCE,95
1383,SCI TRANS VI DIANE,1315 BOULEVARD DE LA MADELEINE 75001 PARIS FRANCE,NONE,NONE,NONE,NONE,1315,BOULEVARD DE LA MADELEINE,NONE,75001,PARIS,NONE,NONE,FRANCE,75
1384,TRANS VI SQ FALLAVIER,1315 BOULEVARD DE LA MADELEINE 75001 PARIS FRANCE,NONE,NONE,NONE,NONE,1315,BOULEVARD DE LA MADELEINE,NONE,75001,PARIS,NONE,NONE,FRANCE,75
1385,BRAID LOGISTICS EUROPE,297 RUE DES CHANTIERS PONT VI 76600 LE HAVRE FRANCE,NONE,NONE,NONE,NONE,297,RUE DES CHANTIERS PONT VI ,NONE,76600,LE HAVRE,NONE,NONE,FRANCE,76
1386,KONECRANES SUPPLY FRANCE SAS,ZONE INDUSTRIELLE DES VAUVETTES 2 BOULEVARD DE L�INDUSTRIE 28500 VERNOUILLET FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE DES VAUVETTES,2,BOULEVARD DE L�INDUSTRIE,NONE,28500,VERNOUILLET,NONE,NONE,FRANCE,28
1387,TRANS EUROPE LOGISTIQUE,ZONE INDUSTRIELLE RUE DE STRASBOURG 33520 BRUGES FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE,NONE,RUE DE STRASBOURG,NONE,33520,BRUGES,NONE,NONE,FRANCE,33
1388,BUSINESS OVERSEAS,7 RUE EUGENE ATGET 92130 ISSY LES MOULINEAUX FRANCE,NONE,NONE,NONE,NONE,7,RUE EUGENE ATGET,NONE,92130,ISSY LES MOULINEAUX,NONE,NONE,FRANCE,92
1389,FILHET ALLARD MARITIME SA,RUE MIGUEL DE CERVANTES 33700 MERIGNAC FRANCE,NONE,NONE,NONE,NONE,NONE,RUE MIGUEL DE CERVANTES,NONE,33700,MERIGNAC,NONE,NONE,FRANCE,33
1390,GEODIS OIL  GAS LOGISTICS SERVICES,26 QUAI CHARLES PASQUA 92300 LEVALLOIS PERRET FRANCE,NONE,NONE,NONE,NONE,26,QUAI CHARLES PASQUA,NONE,92300,LEVALLOIS PERRET,NONE,NONE,FRANCE,92
1391,BT OPERA TRADING SA,3 AVENUE DE FRIEDLAND 75008 PARIS FRANCE,NONE,NONE,NONE,NONE,3,AVENUE DE FRIEDLAND,NONE,75008,PARIS,NONE,NONE,FRANCE,75
1392,DSV AIR  SEA,PARC MAIL ZAC DE LA DEMI LUNE AVENUE DE LA DEMI LUNE BP 12 439 95707 ROISSY EN FRANCE FRANCE,NONE,NONE,NONE,PARC MAIL ZAC DE LA DEMI LUNE ,NONE,AVENUE DE LA DEMI LUNE,BP 12 439,95707,ROISSY EN FRANCE,NONE,NONE,FRANCE,95
1393,GE TRANSPORTATION FRANCE SAS,TOUR EUROPLAZA 20 AVENUE ANDR PROTHIN 92063 COURBEVOIE FRANCE,NONE,TOUR EUROPLAZA,NONE,NONE,20,AVENUE ANDR PROTHIN,NONE,92063,COURBEVOIE,NONE,NONE,FRANCE,92
1394,GROUPE MUTUAL LOGISTICS,17 RUE SADI CARNOT 14000 CAEN FRANCE,NONE,NONE,NONE,NONE,17,RUE SADI CARNOT,NONE,14000,CAEN,NONE,NONE,FRANCE,14
1395,DIVISION MARINE,PORT ZONE INDUSTRIELLE LE MARAIS RUE PERE COLIN 01460 VILLAGE DE PORT FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE LE MARAIS,NONE,RUE PERE COLIN,NONE,1460,VILLAGE DE PORT,NONE,NONE,FRANCE,1
1396,SOCIETE MARITIME DARMENT DE BRETAGNE,283 AVENUE GALERIE GEORGES PATTON 35700 RENNES FRANCE,NONE,NONE,NONE,NONE,283,AVENUE GALERIE GEORGES PATTON,NONE,35700,RENNES,NONE,NONE,FRANCE,35
1397,NETWORK TRADING CORPORATION SAS,25 RUE TRONCHET 75008 PARIS FRANCE,NONE,NONE,NONE,NONE,25,RUE TRONCHET,NONE,75008,PARIS,NONE,NONE,FRANCE,75
1398,SOCIETE DU NOUVEAU PORT DE METZ,10 AVENUE FOCH 12 57000 METZ FRANCE,NONE,NONE,NONE,NONE,10,AVENUE FOCH  12,NONE,57000,METZ,NONE,NONE,FRANCE,57
1399,FRANCE CARGO SYSTEMS,PARC ACTIVITES BELLEVUES 12 AVENUE DE LA PATELLE 95220 HERBLAY FRANCE,NONE,NONE,NONE,PARC ACTIVITES BELLEVUES,12,AVENUE DE LA PATELLE,NONE,95220,HERBLAY,NONE,NONE,FRANCE,95
1400,TRADE UNION,9 RUE MARCELIN BERTHELOT 91320 WISSOUS FRANCE,NONE,NONE,NONE,NONE,9,RUE MARCELIN BERTHELOT,NONE,91320,WISSOUS,NONE,NONE,FRANCE,91
1401,MARINE HARVEST APPETI,ZONE INDUSTRIELLE DE PETIT SYNTHE AVENUE DE LA GIRONDE 59640 DUNKERQUE FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE DE PETIT SYNTHE,NONE,AVENUE DE LA GIRONDE,NONE,59640,DUNKERQUE,NONE,NONE,FRANCE,59
1402,IN LOGISTIC,14 RUE DU VIEUX FAUBOURG 59800 LILLE FRANCE,NONE,NONE,NONE,NONE,14,RUE DU VIEUX FAUBOURG,NONE,59800,LILLE,NONE,NONE,FRANCE,59
1403,ARBITRAGIS TRADING SARL,3 RUE DANGEAU 75016 PARIS FRANCE,NONE,NONE,NONE,NONE,3,RUE DANGEAU,NONE,75016,PARIS,NONE,NONE,FRANCE,75
1404,TRADING CENTRAL SA,11BIS RUE SCRIBE 75009 PARIS FRANCE,NONE,NONE,NONE,NONE,11BIS,RUE SCRIBE,NONE,75009,PARIS,NONE,NONE,FRANCE,75
1405,FEUILLAZUR IMPORT,CHEMIN DU PONT DU BERGER 83190 OLLIOULES FRANCE,NONE,NONE,NONE,NONE,NONE,CHEMIN DU PONT DU BERGER,NONE,83190,OLLIOULES,NONE,NONE,FRANCE,83
1406,TRANSWORLD TRADING,122 AVENUE CHARLES DE GAULLE 92200 NEUILLY SUR SEINE FRANCE,NONE,NONE,NONE,NONE,122,AVENUE CHARLES DE GAULLE,NONE,92200,NEUILLY SUR SEINE,NONE,NONE,FRANCE,92
1407,PACIFIC TRADE,BATIMENT 273 45 AVENUE VICTOR HUGO 93300 AUBERVILLIERS FRANCE,NONE,BATIMENT 273,NONE,NONE,45,AVENUE VICTOR HUGO,NONE,93300,AUBERVILLIERS,NONE,NONE,FRANCE,93
1408,ALIMENTATION GROS IMPORT DIFFUS RHONEA,16 RUE NICEPHORE NIEPCE 69800 SAINT PRIEST FRANCE,NONE,NONE,NONE,NONE,16,RUE NICEPHORE NIEPCE,NONE,69800,SAINT PRIEST,NONE,NONE,FRANCE,69
1409,ASIAN TRADE LINKS,'59 RUE DE L''UNION BP 32000 59200 TOURCOING FRANCE',NONE,NONE,NONE,NONE,59,'RUE DE L''UNION',BP 32000,59200,TOURCOING,NONE,NONE,FRANCE,59
1410,OCS TRADING SAS,6 IMPASSE CLAMART 60200 COMPIEGNE FRANCE,NONE,NONE,NONE,NONE,6,IMPASSE CLAMART,NONE,60200,COMPIEGNE,NONE,NONE,FRANCE,60
1411,TRANS OPERA SARL,14 RUE DU PRINTEMPS 75017 PARIS FRANCE,NONE,NONE,NONE,NONE,14,RUE DU PRINTEMPS,NONE,75017,PARIS,NONE,NONE,FRANCE,75
1412,COLIVRY PORT SAS,4951 AVENUE GEORGE V 75008 PARIS FRANCE,NONE,NONE,NONE,NONE,4951,AVENUE GEORGE V,NONE,75008,PARIS,NONE,NONE,FRANCE,75
1413,CONTAINER EQUIPEMENT ARRIMAGE,ZONE INDUSTRIELLE DU COUDRAY 2 RUE NICOLAS COPERNIC 93600 AULNAY SOUS BOIS FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE DU COUDRAY,2,RUE NICOLAS COPERNIC,NONE,93600,AULNAY SOUS BOIS,NONE,NONE,FRANCE,93
1414,HOLDING DINFRASTRUCTURES DE TRANSPORT,30 BOULEVARD GALLIENI 92130 ISSY LES MOULINEAUX FRANCE,NONE,NONE,NONE,NONE,30,BOULEVARD GALLIENI,NONE,92130,ISSY LES MOULINEAUX,NONE,NONE,FRANCE,92
1415,SANDEN MANUFACTURING EUROPE,LIEU DIT LE QUILLIOU 35190 TINTENIAC FRANCE,NONE,NONE,NONE,NONE,NONE,LIEU DIT LE QUILLIOU,NONE,35190,TINTENIAC,NONE,NONE,FRANCE,35
1416,ECF TRAPPES LOGISTICS SCI,38 RUE DE BERRI 75008 PARIS FRANCE,NONE,NONE,NONE,NONE,38,RUE DE BERRI,NONE,75008,PARIS,NONE,NONE,FRANCE,75
1417,TRANS BUSINESS INTERNATIONAL SARL,186 ALLEE DES RABLES 93420 VILLEPINTE FRANCE,NONE,NONE,NONE,NONE,186,ALLEE DES RABLES,NONE,93420,VILLEPINTE,NONE,NONE,FRANCE,93
1418,BOLLORE AFRICA LOGISTICS,A 32 31 QUAI DE DION BOUTON A 32 92811 PUTEAUX FRANCE,A 32,NONE,NONE,NONE,31,QUAI DE DION BOUTON   A 32,NONE,92811,PUTEAUX,NONE,NONE,FRANCE,92
1419,TRANSPORT PARIS INTERNATIONAL,1 BOULEVARD DES BOUVETS 92022 NANTERRE FRANCE,NONE,NONE,NONE,NONE,1,BOULEVARD DES BOUVETS,NONE,92022,NANTERRE,NONE,NONE,FRANCE,92
1420,LOCATION AUTOMOBILE NEGOCE IMPORT EXPORT 02,ZONE ARTISANALE DU BOIS DE LA CHOCQUE RUE DU COMMANDANT J YVES COUSTEAU 02100 SAINT QUENTIN FRANCE,NONE,NONE,NONE,ZONE ARTISANALE DU BOIS DE LA CHOCQUE,NONE,RUE DU COMMANDANT J YVES COUSTEAU,NONE,2100,SAINT QUENTIN,NONE,NONE,FRANCE,2
1421,CONTAINER LEASING,17 COURS VALMY 92800 PUTEAUX FRANCE,NONE,NONE,NONE,NONE,17,COURS VALMY,NONE,92800,PUTEAUX,NONE,NONE,FRANCE,92
1422,SARL NATURE IMPORT,30 RUE DU NID DE PIE 49000 ANGERS FRANCE,NONE,NONE,NONE,NONE,30,RUE DU NID DE PIE,NONE,49000,ANGERS,NONE,NONE,FRANCE,49
1423,PREMIUM TRADING,IMMEUBLE LE MAGELLAN 7 RUE MONTESPAN 91000 EVRY FRANCE,NONE,IMMEUBLE LE MAGELLAN,NONE,NONE,7,RUE MONTESPAN,NONE,91000,EVRY,NONE,NONE,FRANCE,91
1424,PORT CAMARGUE INVEST,123 RUE DU CHATEAU 92100 BOULOGNE BILLANCOURT FRANCE,NONE,NONE,NONE,NONE,123,RUE DU CHATEAU,NONE,92100,BOULOGNE BILLANCOURT,NONE,NONE,FRANCE,92
1425,CARGO SARL,ZONE INDUSTRIELLE DU CHATEAU B RUE ALBERT EINSTEIN 62220 CARVIN FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE DU CHATEAU B,NONE,RUE ALBERT EINSTEIN,NONE,62220,CARVIN,NONE,NONE,FRANCE,62
1426,IMPORT EUROP AUTO,30 AVENUE DES CENSIVES 60000 TILLE FRANCE,NONE,NONE,NONE,NONE,30,AVENUE DES CENSIVES,NONE,60000,TILLE,NONE,NONE,FRANCE,60
1427,CSB MARINE,BATIMENT VICTORIA 10500 DIENVILLE FRANCE,NONE,BATIMENT VICTORIA,NONE,NONE,NONE,NONE,NONE,10500,DIENVILLE,NONE,NONE,FRANCE,10
1428,MARINE HOLDINGS SCI,5456 AVENUE HOCHE 75008 PARIS FRANCE,NONE,NONE,NONE,NONE,5456,AVENUE HOCHE,NONE,75008,PARIS,NONE,NONE,FRANCE,75
