,CITY
4079,MONCEL LES LUNEVILLE
4080,SAINTE-FOY-LA-LONGUE
4081,SAINT-ELOY-LES-MINES
4082,VILLENEUVE LS BOULOC
4083,SAINT MICHEL EN GRVE
4084,MOUTHIERS-SUR-BOHEME
4085,SAINT-MARS-DU-DESERT
4086,LA-CELLE-SAINT-CLOUD
4087,ANDELOT-BLANCHEVILLE
4088,SAINT-PAUL-DE-JARRAT
4089,CHATILLON SUR CLUSES
4090,SAINT-AMOUR-BELLEVUE
4091,SAINT AMAND LES EAUX
4092,LUXEMONT-ET-VILLOTTE
4093,CHALONS EN CHAMPAGNE
4094,SAINT-LEU-D'ESSERENT
4095,BOUT DU PONT DE LARN
4096,ENCAUSSE-LES-THERMES
4097,NANTEUIL LE HAUDOUIN
4098,LONGUEVILLE-SUR-SCIE
4099,MANNEVILLE LA PIPARD
4100,LA-ROCHE-DES-ARNAUDS
4101,ROULLET-SAINT-ESTPHE
4102,SAINT AIGNAN SUR ROE
4103,CHIVY LES ETOUVELLES
4104,LES BAUX DE BRETEUIL
4105,FONTAINE-DENIS-NUISY
4106,LA CHAPELLE-D'ALIGNE
4107,SAINT CIERS D'ABZAC'
4108,ROULLET SAINT ESTPHE
4109,ROSIERES PRES TROYES
4110,LE CANNET DES MAURES
4111,SAINT-DENIS-D'OLERON
4112,SAINT-MARTIN-DE-COUX
4113,SAINT AMANS VALTORET
4114,LA FERTE SAINT AUBIN
4115,LE CHATEAU D'OLERON'
4116,FONTAINE DE VAUCLUSE
4117,SAINT JEAN D'ANGELY'
4118,SAINT AMAND MONTROND
4119,SAINT VICTOR ROUZAUD
4120,MARCILLY EN VILLETTE
4121,VITRAI-SOUS-L'AIGLE'
4122,ARCY SAINTE RESTITUE
4123,FONTAINE LES VERVINS
4124,SAINT SERNIN DU BOIS
4125,LE-CANNET-ROCHEVILLE
4126,TOURNEHEM-SUR-LA-HEM
4127,SAINT-LAURENT-BLANGY
4128,AUVERS-SAINT-GEORGES
4129,BEAUMONT DU GATINAIS
4130,SAINT-LAURENT-DE-LIN
4131,ROVILLE DEVANT BAYON
4132,LUXEMONT ET VILLOTTE
4133,PERRIERS SUR ANDELLE
4134,LA-SALVETAT-PEYRALES
4135,THIERVILLE-SUR-MEUSE
4136,MONTREUIL-L'ARGILLE'
4137,SAINT-AUBIN-DE-BLAYE
4138,SAVIGNY-EN-REVERMONT
4139,LA-BOISSIERE-DU-DORE
4140,ETRICOURT-MANANCOURT
4141,SAINT-LEGER-AUX-BOIS
4142,MANNEVILLE-LA-PIPARD
4143,SAINT SEVER CALVADOS
4144,COULONGES-SUR-SARTHE
4145,MAISONCELLES-EN-BRIE
4146,SAINT PIERRE LA COUR
4147,SAINT-ALBAN-DU-RHONE
4148,SAINT-ANTOINE-CUMOND
4149,CHATENOIS-LES-FORGES
4150,SAINT-QUAY-PORTRIEUX
4151,DOULEVANT LE CHATEAU
4152,MONTHUREUX-SUR-SAONE
4153,MONTAGNAC-LA-CREMPSE
4154,RABASTENS DE BIGORRE
4155,CIREY-LES-PONTAILLER
4156,LA-FERTE-SAINT-AUBIN
4157,MALEMORT-SUR-CORREZE
4158,SAINT MARTIN VESUBIE
4159,MOUILLERON LE CAPTIF
4160,PORTEL-DES-CORBIERES
4161,SAINTE BARBE GAILLON
4162,BRIE SOUS BARBEZIEUX
4163,VERRIERES LE BUISSON
4164,GAUVILLE-LA-CAMPAGNE
4165,CAUPENNE-D'ARMAGNAC'
4166,VILLENEUVE DE MARSAN
4167,SAINT-BRIS-LE-VINEUX
4168,DIEPPEDALLE-CROISSET
4169,LES-MOUTIERS-EN-RETZ
4170,SAINT JEAN DE BUEGES
4171,SAINT MANVIEU BOCAGE
4172,JUVIGNY-SOUS-ANDAINE
4173,LACOURT-SAINT-PIERRE
4174,SOTTEVILLE-LES-ROUEN
4175,LA-ROQUE-D'ANTHERON'
4176,LA CHARITE SUR LOIRE
4177,L'AIGUILLON-SUR-MER'
4178,SAINT-BONNET-DE-FOUR
4179,PUISEUX-LE-HAUBERGER
4180,CREZANCY-EN-SANCERRE
4181,SAINT REMY EN MAUGES
4182,COULOUNIEIX CHAMIERS
4183,PONTS-SOUS-AVRANCHES
4184,VILLEDIEU-LA-BLOUERE
4185,JAU-DIGNAC-ET-LOIRAC
4186,COUZE ET SAINT FRONT
4187,CHATEAUNEUF LA FORET
4188,LA-CHAPELLE-D'ALIGNE
4189,CUVERVILLE-SUR-YERES
4190,SAINT CRICQ CHALOSSE
4191,SAINTE-MARIE-DU-BOIS
4192,VITRAC SAINT VINCENT
4193,LA-CHAPELLE-DES-POTS
4194,SAINT-MARTIN-D'ONEY'
4195,SAVIGNAC-SUR-L'ISLE'
4196,SAINT LAURENT DU VAR
4197,PLOMBIERES-LES-DIJON
4198,LAPERRIERE-SUR-SAONE
4199,SAINT-CYR-LES-COLONS
4200,SAINT-JEOIRE-PRIEURE
4201,DIERREY-SAINT-JULIEN
4202,SYLVAINS LES MOULINS
4203,SAINT MARTIN LE BEAU
4204,LA MEILLERAIE-TILLAY
4205,SAINT-FELIX-DE-LODEZ
4206,SAINT-MARTIN-VESUBIE
4207,VILLEY-SAINT-ETIENNE
4208,LARROQUE-SUR-L'OSSE'
4209,VILLERS-SAINT-MARTIN
4210,SAINT-MANVIEU-NORREY
4211,SAINT-PIERRE-LA-COUR
4212,ST-PALAIS-DE-PHIOLIN
4213,CLAIRVAUX-D'AVERYON'
4214,VINEUIL SAINT FIRMIN
4215,RABASTENS-DE-BIGORRE
4216,CORNEILLA DEL VERCOL
4217,SAINT MARTIN D'AUXY'
4218,VILLENEUVE LA GUYARD
4219,SAINT BONNET DE FOUR
4220,ALLAINES MERVILLIERS
4221,CHATILLON SUR THOUET
4222,LA-CELLE-SOUS-GOUZON
4223,SAINT-MARTIN-DE-HINX
4224,LE-PRE-SAINT-GERVAIS
4225,COULOUNIEIX-CHAMIERS
4226,SAINT-REMY-EN-MAUGES
4227,QUILLEBEUF SUR SEINE
4228,SAINT REMY EN L'EAU'
4229,MINIAC-SOUS-BECHEREL
4230,LE MONT SAINT MICHEL
4231,MESNIL-SAINT-LAURENT
4232,VILLENEUVE SUR YONNE
4233,SAINT-AMAND-LES-EAUX
4234,SAINT JEOIRE PRIEURE
4235,SAINT AUBIN DE BLAYE
4236,SAINT-JEAN-D'ARDIRES
4237,LA BASTIDE D'ENGRAS'
4238,VILLIEU LOYES MOLLON
4239,SAINT JULIEN GAULENE
4240,SAINT-MARTIN-DE-LAYE
4241,BERNHEIM-LES-FORBACH
4242,COUZON-AU-MONT-D'OR'
4243,COULONGES SUR SARTHE
4244,LES-BAUX-DE-PROVENCE
4245,SAINT-ALBAN-DE-ROCHE
4246,FONTAINE LES LUXEUIL
4247,BARVILLE EN GATINAIS
4248,MAZIERES DE TOURAINE
4249,SAINT LEGER DE PEYRE
4250,SAINT-JOUIN-BRUNEVAL
4251,LAPERRIERE SUR SAONE
4252,MANNEVILLE-SUR-RISLE
4253,AUBETERRE SUR DRONNE
4254,LE PALAIS SUR VIENNE
4255,BELLEVILLE SUR MEUSE
4256,CUIRY LES CHAUDARDES
4257,ROSIERES-PRES-TROYES
4258,MONTIGNY AUX AMOGNES
4259,BRETTEVILLE SUR ODON
4260,VILLEY SAINT ETIENNE
4261,LEGUILLAC-DE-CERCLES
4262,NANTEUIL-LE-HAUDOUIN
4263,DANNEMARIE-SUR-CRETE
4264,SAINT LEGER LE PETIT
4265,EVRY-GREGY-SUR-YERRE
4266,ST-JEAN-DE-LA-RUELLE
4267,SAINT-NOM-LA-BRETCHE
4268,VILLEFRANCHE-SUR-MER
4269,ORADOUR-SAINT-GENEST
4270,CAUPENNE D'ARMAGNAC'
4271,SAINT ROMAIN EN GIER
4272,MANNEVILLE-ES-PLAINS
4273,LA CELLE SOUS GOUZON
4274,BOHAIN-EN-VERMANDOIS
4275,CHARTRES DE BRETAGNE
4276,BROU SUR CHANTEREINE
4277,BOUT-DU-PONT-DE-LARN
4278,SAINT ROMAIN LACHALM
4279,TRONVILLE-EN-BARROIS
4280,SAINT OUEN SUR LOIRE
4281,VILLENAUXE LA GRANDE
4282,LOISON SUR CREQUOISE
4283,MONLEZUN-D'ARMAGNAC'
4284,L'AIGUILLON SUR MER'
4285,LES SALLES DU GARDON
4286,DIERREY SAINT JULIEN
4287,LIGNIERES SONNEVILLE
4288,SAINT DENIS EN BUGEY
4289,SAINT MARTIN D'HERES
4290,VILLENEUVE-LS-BOULOC
4291,SAINT ANTOINE CUMOND
4292,ENNETIERES EN WEPPES
4293,SAINT-MANVIEU-BOCAGE
4294,SOULIGNE-SOUS-BALLON
4295,LE PERREUX SUR MARNE
4296,NEUVILLE-SAINT-AMAND
4297,DOMBASLE-SUR-MEURTHE
4298,LA-CROIX-EN-TOURAINE
4299,BOISSET LES MONTROND
4300,FONTAINE DENIS NUISY
4301,LA-BALME-DE-SILLINGY
4302,BELLEVILLE SUR SAONE
4303,CRIQUEBEUF-SUR-SEINE
4304,LE COUDRAY-MONTCEAUX
4305,LA CELLE SAINT CLOUD
4306,SAINT-ANDRE-DE-BOEGE
4307,SAINT-OUEN-DE-MIMBRE
4308,THEZAN-DES-CORBIERES
4309,MONTSEGUR SUR LAUZON
4310,VILLENEUVE-LA-GUYARD
4311,ABAUCOURT-HAUTECOURT
4312,BOUSSY-SAINT-ANTOINE
4313,LA SEAUVE SUR SEMENE
4314,SAINT ANDRE DE CORCY
4315,JAVRON LES CHAPELLES
4316,COURCELLES SUR SEINE
4317,SAINT MAMERT DU GARD
4318,SAINT NOM LA BRETCHE
4319,LA SELLE SUR LE BIED
4320,MARUEJOLS-LES-GARDON
4321,NIEDERSCHAEFFOLSHEIM
4322,SAINT-CLAIR-SUR-EPTE
4323,SIX-FOURS LES PLAGES
4324,CHATEAUNEUF LE ROUGE
4325,BOUXIERES AUX CHENES
4326,CREZANCY EN SANCERRE
4327,BAZOCHES SUR GUYONNE
4328,ROSIERES-EN-SANTERRE
4329,CHALLAIN-LA-POTHERIE
4330,ESTOUTEVILLE ECALLES
4331,COURCELLES-SUR-SEINE
4332,SAINT-MARTIN-DU-MONT
4333,TOURVILLE-LA-RIVIERE
4334,MUHLBACH SUR MUNSTER
4335,LUCBARDEZ ET BARGUES
4336,SAINT-HAON-LE-CHATEL
4337,WAVRANS-SUR-TERNOISE
4338,LA MEILLERAIE TILLAY
4339,SAINEVILLE-SUR-SEINE
4340,SAINT YZANS DE MEDOC
4341,SAINT-OUEN-LES-PAREY
4342,VANDOEUVRE-LES-NANCY
4343,ROISSY-CH-DE-GAULLE-
4344,MONTSEGUR-SUR-LAUZON
4345,BOISSET-LES-MONTROND
4346,LA-FARE-LES-OLIVIERS
4347,SAINTE GEMME S/LOIRE
4348,MONCEL-LES-LUNEVILLE
4349,BORDEAUX SAINT CLAIR
4350,CIVRIEUX D'AZERGUES'
4351,BERNHEIM LES FORBACH
4352,SAINT-ANDRE-DES-EAUX
4353,SAINT-PEY-DE-CASTETS
4354,SAINT-MARTIN-D'HERES
4355,SAINT AUBIN DE MEDOC
4356,CUIRY-LES-CHAUDARDES
4357,LE PRE SAINT GERVAIS
4358,MONTIGNY-AUX-AMOGNES
4359,CONCOURSON-SUR-LAYON
4360,CHATUZANGE LE GOUBET
4361,AUTHEUIL-AUTHOUILLET
4362,VILLONS LES BUISSONS
4363,ENCAUSSE LES THERMES
4364,SAINT-PIERRE-DE-MONS
4365,SAINT-MAMERT-DU-GARD
4366,MESNIL SAINT NICAISE
4367,AUVERS SAINT GEORGES
4368,CHASSAGNE-MONTRACHET
4369,MONTREVAULT SUR EVRE
4370,SAINT DIS LES VOSGES
4371,SAINT AUBIN SUR SCIE
4372,NEUVILLE SAINT VAAST
4373,SAINT-LEGER-LE-PETIT
4374,CHARLEVILLE-MEZIERES
4375,SAINT-MARTIN-LE-BEAU
4376,LAVANS-LES-ST-CLAUDE
4377,LES ESSARTS VARIMPRE
4378,VIODOS ABENSE DE BAS
4379,ROQUEFORT-LA-BEDOULE
4380,BARVILLE-EN-GATINAIS
4381,MAISONCELLES EN BRIE
4382,VILLEDIEU LES POELES
4383,SAINT JEAN D'ARDIRES
4384,SAINTE MARIE DU BOIS
4385,GRETZ ARMAINVILLIERS
4386,SAINT FELIU D'AVALL'
4387,BEAUFORT EN SANTERRE
4388,PRUNELLI DI FIUMORBO
4389,JUVIGNY SOUS ANDAINE
4390,AVRILLE-LES-PONCEAUX
4391,SAINT JEAN LAGINESTE
4392,BOUSSY SAINT ANTOINE
4393,DOMBASLE SUR MEURTHE
4394,LA CELLE SAINT-CLOUD
4395,DANNEMARIE SUR CRETE
4396,LA CHAPELLE THIREUIL
4397,LAY-SAINT-CHRISTOPHE
4398,COULANGES-LES-NEVERS
4399,COULANGES-LA-VINEUSE
4400,CHEMIENEMENT BRANTON
4401,MAZIERES-DE-TOURAINE
4402,GRENADE SUR L'ADOUR'
4403,SAINT PALAIS SUR MER
4404,TOCQUEVILLE-LES-MURS
4405,PORTEL DES CORBIERES
4406,SAINT ANDRE SUR ORNE
4407,ROUGEMONT LE CHATEAU
4408,THEZAN DES CORBIERES
4409,BRAIN SUR L'AUTHION'
4410,BIVILLE LA BAIGNARDE
4411,BOISSET-SAINT-PRIEST
4412,SAINT-ANDRE-SUR-ORNE
4413,SAINT-MARTIN-DE-CRAU
4414,PASSAVANT LA ROCHERE
4415,MONTIGNY LES ARSURES
4416,SAINT-OUEN-L'AUMONE'
4417,SAINT LAURENT BLANGY
4418,CAMBOUNET-SUR-LE-SOR
4419,VILLIEU-LOYES-MOLLON
4420,CHATEL SAINT GERMAIN
4421,SAINT-JEAN-DE-BEUGNE
4422,SAINT-CHELY-D'APCHER
4423,SAINT-DIS-LES-VOSGES
4424,SAINT-REMY-EN-L'EAU'
4425,SAINT JEAN DE MUZOLS
4426,LES SALLES-DU-GARDON
4427,SAINT AMOUR BELLEVUE
4428,SAINT-PAUL-DU-VERNAY
4429,SAINTE FOY LA LONGUE
4430,FRESNOIS-LA-MONTAGNE
4431,AIGREFEUILLE D'AUNIS
4432,SAINT MARTIN EN HAUT
4433,BEAUMONT-DU-GATINAIS
4434,SAINT DENIS SUR SCIE
4435,TREMBLAY LES GONESSE
4436,FLORENTIN-LA-CAPELLE
4437,BAZOCHES-SUR-GUYONNE
4438,SAINT-COME-DE-FRESNE
4439,D'HUISON-LONGUEVILLE
4440,SAINT-HILAIRE-COTTES
4441,VILLENEUVE-SUR-AISNE
4442,BOULOGNE-BILLANCOURT
4443,ABLAINCOURT-PRESSOIR
4444,CORMEILLES-EN-PARIS
4445,NOYELLES-LES-SECLIN
4446,NEUILLY-EN-SANCERRE
4447,ROUMAZIERES-LOUBERT
4448,LA-CHAUSSEE-D'IVRY'
4449,BARNEVILLE-CARTERET
4450,MONTLOUIS-SUR-LOIRE
4451,LA-NEUVILLE-BOSMONT
4452,COLOMBEY LES BELLES
4453,SAINT LON LES MINES
4454,BUCY-LES-PIERREPONT
4455,PONTONX-SUR-L'ADOUR
4456,CHAMPIGNY-SUR-MARNE
4457,LES SABLES D OLONNE
4458,SAINT-MARDS-EN-OTHE
4459,SAINT-PEY-D'ARMENS'
4460,BELMONT DE LA LOIRE
4461,LIEURAN LES BEZIERS
4462,SAINT-JEAN-DE-VEDAS
4463,ALLONZIER LA CAILLE
4464,TANNERRE-EN-PUISAYE
4465,CAUMONT SUR DURANCE
4466,MONTPEZAT-DE-QUERCY
4467,MAILLEY ET CHAZELOT
4468,PLAINES-SAINT-LANGE
4469,LA LANDE DE FRONSAC
4470,LES HAUTES-RIVIERES
4471,LE-BREIL-SUR-MERIZE
4472,BOURG-SAINT-MAURICE
4473,LA-BAUME-DE-TRANSIT
4474,SAINT PAUL DE VARAX
4475,LA RIVIERE DE CORPS
4476,LA-PENNE-SUR-OUVEZE
4477,VILLEMOIRON-EN-OTHE
4478,CORBERE LES CABANES
4479,CASTELNAU-D'ANGLES'
4480,SANVIGNES-LES-MINES
4481,DAMMARTIN-SUR-MEUSE
4482,NEAUPHLE LE CHATEAU
4483,BETHENCOURT-SUR-MER
4484,MASSIGNIEU DE RIVES
4485,ABERGEMENT LE GRAND
4486,ABERGEMENT-LE-GRAND
4487,CORCELLES FERRIERES
4488,LA CHAPELLE FAUCHER
4489,FAVEROLLES-SUR-CHER
4490,SOTTEVILLE LS ROUEN
4491,AVAILLES SUR SEICHE
4492,LA-VOULTE-SUR-RHONE
4493,SAINT-ROMAIN-EN-GAL
4494,LOUPIAC DE LA REOLE
4495,CARRIERES-SUR-SEINE
4496,SAINTE-FOY-LES-LYON
4497,SAINT GENES DU RETZ
4498,LA MOTTE DE GALAURE
4499,HARGARTEN-AUX-MINES
4500,BOURBONNE LES BAINS
4501,SAINT JEAN D'ANGELY
4502,HAUTEVILLE SUR FIER
4503,MAULEON D'ARMAGNAC'
4504,NEUVILLE-EN-FERRAIN
4505,SANSAC-DE-MARMIESSE
4506,THEVET-SAINT-JULIEN
4507,VERTEUIL D'AGENAIS'
4508,COULOMMIERS LA TOUR
4509,VOIVRES LES LE MANS
4510,DAMPIERRE SUR LOIRE
4511,MONTOIR-DE-BRETAGNE
4512,MOULIN-SOUS-TOUVENT
4513,NOYERS SAINT MARTIN
4514,LA FRETTE SUR SEINE
4515,BELVES DE CASTILLON
4516,CHAMPIGNY-EN-BEAUCE
4517,VILLIERS-AUX-CHENES
4518,CHEMILLY-SUR-SEREIN
4519,BAGNOLES DE L'ORNE'
4520,RAZAC DE SAUSSIGNAC
4521,TREMBLAY-EN-FRANCE-
4522,SAINT-MARTIN-DU-PUY
4523,LA BERNERIE EN RETZ
4524,VEAUVILLE-LES-BAONS
4525,LA-VILLE-AUX-CLERCS
4526,CHLONS EN CHAMPAGNE
4527,MONTREUIL-SOUS-BOIS
4528,AURIBEAU-SUR-SIAGNE
4529,LE-COUDRAY-MACOUARD
4530,CHANTENAY VILLEDIEU
4531,MONTALBA LE CHATEAU
4532,VILLERS SUR SAULNOT
4533,SAVIGNY-SOUS-MALAIN
4534,VILLENEUVE LECUSSAN
4535,ROHRBACH LES BITCHE
4536,CHATEAUNEUF DU FAOU
4537,CLERMONT-DE-L'OISE'
4538,JACOB-BELLECOMBETTE
4539,VILLENEUVE-LECUSSAN
4540,LA-BEGUDE-DE-MAZENC
4541,ST DENIS DE CABANNE
4542,ROUVRAY-SAINT-DENIS
4543,SAINT JEAN DE VEDAS
4544,DOMPIERRE-LES-ORMES
4545,FLERS EN ESCREBIEUX
4546,NEUILLE-PONT-PIERRE
4547,MARCILLY D'AZERGUES
4548,LES LANDES GENUSSON
4549,SAINT-AUNIX-LENGROS
4550,ESTREES SAINT DENIS
4551,NUISEMENT-SUR-COOLE
4552,BETHANCOURT EN VAUX
4553,SAINT-PATERNE-RACAN
4554,BELMONT-SUR-BUTTANT
4555,VERRIRES LE BUISSON
4556,CAUMONT-SUR-DURANCE
4557,SAINT-BONNET-ELVERT
4558,SAINT-LON-LES-MINES
4559,MARCILLY-D'AZERGUES
4560,MONTALBA-LE-CHATEAU
4561,ROHRBACH-LES-BITCHE
4562,SAINT-PIERRE-DE-BAT
4563,MONTFORT SUR ARGENS
4564,MONTMERLE SUR SAONE
4565,GONFREVILLE CAILLOT
4566,DOMBASLE-EN-ARGONNE
4567,CHAMPIGNY SUR MARNE
4568,LA GARENNE-COLOMBES
4569,SAINT HAON LE VIEUX
4570,CHISSAY EN TOURAINE
4571,SAINT PIERRE TOIRAC
4572,NEUFCHATEL HARDELOT
4573,ROCHES BETTAINCOURT
4574,ALLENNES-LES-MARAIS
4575,NEUVILLE EN FERRAIN
4576,MONTOIS-LA-MONTAGNE
4577,SAINT OUEN EN BELIN
4578,MORGNY LA POMMERAYE
4579,CANET-EN-ROUSSILLON
4580,LA-HOUSSAYE-EN-BRIE
4581,CLERMONT EN ARGONNE
4582,PERNAND VERGELESSES
4583,CHAMBON-SUR-VOUEIZE
4584,SAINT PEY D'ARMENS'
4585,SAINT JEAN BREVELAY
4586,SAVIGNY SOUS MALAIN
4587,NEUSSARGUES-MOISSAC
4588,MONTIGNY-LES-VESOUL
4589,SAINT JEAN DE MONTS
4590,BEAUMONT LES RANDAN
4591,SAINTE-AUSTREBERTHE
4592,SAINT OUEN L'AUMNE'
4593,IDRON OUSSE SENDETS
4594,NEUVILLE SUR SARTHE
4595,VARENNES-SUR-AMANCE
4596,DOMPIERRE LES ORMES
4597,RADINGHEM-EN-WEPPES
4598,SAINT-JEAN-LE-BLANC
4599,LA COTE-SAINT-ANDRE
4600,BLAINVILLE-SUR-ORNE
4601,SAINT AUNIX LENGROS
4602,ESPALY-SAINT-MARCEL
4603,SAINT REMY SUR AVRE
4604,VARENNES-EN-ARGONNE
4605,BOULIEU LES ANNONAY
4606,MENETRU-LE-VIGNOBLE
4607,CLERMONT LES FERMES
4608,LA-FERT-SAINT-AUBIN
4609,LE COUDRAY MACOUARD
4610,VARENNES EN ARGONNE
4611,CAMBLANES-ET-MEYNAC
4612,BAZOILLES-SUR-MEUSE
4613,DAMPIERRE-AU-TEMPLE
4614,CLERMONT-L'HERAULT'
4615,JOUET SUR L'AUBOIS'
4616,COUZON AU MONT D OR
4617,SAINT-OUEN-L AUMONE
4618,GRENADE-SUR-L'ADOUR
4619,VILLENEUVE-DE-DURAS
4620,LESTIAC-SUR-GARONNE
4621,MARTIGNAS-SUR-JALLE
4622,VERNOSC-LES-ANNONAY
4623,VIELLE-SAINT-GIRONS
4624,HUISSEAU-SUR-COSSON
4625,DAMPIERRE-SUR-LOIRE
4626,LE-FRESNE-SUR-LOIRE
4627,LES-ARCS-SUR-ARGENS
4628,PERTHES EN GATINAIS
4629,LA-CHAPELLE-LARGEAU
4630,SAINT-ANDRE-DU-BOIS
4631,SAINT-JEAN-BREVELAY
4632,SAINT-JEAN-DU-FALGA
4633,LES TROIS FONTAINES
4634,LA BATIE MONTGASCON
4635,CHAMBOURG-SUR-INDRE
4636,VOIVRES-LES-LE-MANS
4637,HERMANVILLE-SUR-MER
4638,DAMPIERRE SUR SALON
4639,LA-CHAPELLE-DU-BOIS
4640,CLERMONT DE L'OISE'
4641,HOUVILLE-LA-BRANCHE
4642,COUDEKERQUE-BRANCHE
4643,TASSIN LA DEMI LUNE
4644,LES-LANDES-GENUSSON
4645,CHARVIEU CHAVAGNEUX
4646,JACOB BELLECOMBETTE
4647,MIRAMONT DE GUYENNE
4648,MONTFERRIER SUR LEZ
4649,LE PIAN SUR GARONNE
4650,LA-CHAPELLE-VILLARS
4651,SAINT-GENES-DU-RETZ
4652,BAGNOLES-DE-L'ORNE'
4653,SAINT JEAN DU DOIGT
4654,NEUVILLE-SAINT-REMY
4655,MONTREUIL SUR MAINE
4656,SAINT-CYR-SUR-MORIN
4657,IDRON-OUSSE-SENDETS
4658,VENDEUVRE DU POITOU
4659,SAINT-JEAN-D'ILLAC'
4660,LAMURE SUR AZERGUES
4661,VERNEUIL-SUR-VIENNE
4662,LA-COTE-SAINT-ANDRE
4663,MONTROND LE CHATEAU
4664,GONNEVILLE SUR SCIE
4665,MOUTHIERS SUR BOEME
4666,STE LIVRADE SUR LOT
4667,LA VOULTE SUR RHONE
4668,COURCELLES LES LENS
4669,MONTESTRUC-SUR-GERS
4670,CHAVANNES-SUR-SURAN
4671,SAINT PAUL DE VENCE
4672,VOUNEUIL SOUS BIARD
4673,VILLEBON-SUR-YVETTE
4674,BEAULIEU-LES-LOCHES
4675,ENTRAINS-SUR-NOHAIN
4676,ROISSY CH DE GAULLE
4677,BRUAY-SUR-L'ESCAUT'
4678,CASTELNAU D'ANGLES'
4679,SAINT MARTIN DU PUY
4680,SAINT REMY LA VANNE
4681,CHAMPAGNE-SUR-SEINE
4682,NOYAL-SOUS-BAZOUGES
4683,LES-SABLES-D-OLONNE
4684,PESSAC SUR DORDOGNE
4685,VENDEUVRE-SUR-BARSE
4686,VILLEDIEU-SUR-INDRE
4687,LA-LANDE-DE-FRONSAC
4688,VALENCE D ALBIGEOIS
4689,SAINT-CYR-EN-VALLON
4690,VOUNEUIL-SOUS-BIARD
4691,VILLENEUVE-TOLOSANE
4692,PESSAC-SUR-DORDOGNE
4693,COURTABOEUF ESSONNE
4694,MEREY SOUS MONTROND
4695,SAINT-PIERRE-TOIRAC
4696,BOULIEU-LES-ANNONAY
4697,COUZON-AU-MONT-D-OR
4698,LES EYZIES DE TAYAC
4699,LE BREUIL SUR COUZE
4700,LA HOUSSAYE EN BRIE
4701,SAINTE MARIE CAPPEL
4702,LA CHAPELLE LARGEAU
4703,SAINT-MALO-DE-PHILY
4704,BREAL-SOUS-MONTFORT
4705,ANGERVILLE-BAILLEUL
4706,LA CHAPELLE RABLAIS
4707,LA-FOREST-LANDERNEA
4708,MORTEAUX-COULIBOEUF
4709,ROCHEFORT SUR LOIRE
4710,VARENNES SUR FOUZON
4711,NOVEANT-SUR-MOSELLE
4712,PIERREFITTE-ES-BOIS
4713,BETHANCOURT-EN-VAUX
4714,NOYAL SOUS BAZOUGES
4715,TALLUD SAINTE GEMME
4716,MALVES-EN-MINERVOIS
4717,BEAUMONT SUR SARTHE
4718,BIENVILLERS-AU-BOIS
4719,SAVIGNY-EN-SANCERRE
4720,LE-PIAN-SUR-GARONNE
4721,SAINT-CHRIST-BRIOST
4722,MONTFORT LE GESNOIS
4723,SAINT-JEAN-D'AULPS'
4724,THOIRIGNY-SUR-MARNE
4725,LA-BROSSE-MONTCEAUX
4726,LA-LONDE-LES-MAURES
4727,MONTIGNY EN GOHELLE
4728,BELLEGARDE-POUSSIEU
4729,LAROQUE DES ALBERES
4730,CHAMBON FEUGEROLLES
4731,DOMPIERRE SUR HELPE
4732,SAINT CYR SUR LOIRE
4733,COLAYRAC-SAINT-CIRQ
4734,LA CHAUSSEE D'IVRY'
4735,NEUVILLE-SUR-SARTHE
4736,FLERS-EN-ESCREBIEUX
4737,SAINT CHRIST BRIOST
4738,MONTLOUIS SUR LOIRE
4739,VILLENEUVE-LE-COMTE
4740,CHATILLON-SUR-INDRE
4741,NEUBLANS ABERGEMENT
4742,SAINT BRIAC SUR MER
4743,FAUCOGNEY ET LA MER
4744,NOYELLES LES SECLIN
4745,ROUMAZIERES LOUBERT
4746,CHISSAY-EN-TOURAINE
4747,NEUILLY SAINT FRONT
4748,FRIVILLE-ESCARBOTIN
4749,LE-BAN-SAINT-MARTIN
4750,SAINT AUBIN SUR MER
4751,LA TOUR DE SALVAGNY
4752,LA CHAPELLE GENESTE
4753,COURNON-D'AUVERGNE'
4754,SAINT-HAON-LE-VIEUX
4755,SAINT GERMER DE FLY
4756,SAINT-BRIAC-SUR-MER
4757,BEAUMONT-SUR-SARTHE
4758,MAULEON-D'ARMAGNAC'
4759,TARASCON-SUR-ARIEGE
4760,BACQUEVILLE-EN-CAUX
4761,HANNOGNE-SAINT-REMY
4762,SAINT-JEAN-DE-MONTS
4763,SAINT GERMAIN LAVAL
4764,BRAGELOGNE BEAUVOIR
4765,SAINT SORNIN LEULAC
4766,JUIGNE-DES-MOUTIERS
4767,CHEMILLY SUR SEREIN
4768,MAILLEY-ET-CHAZELOT
4769,SAINT PIERRE DE BAT
4770,VIGNEUX-DE-BRETAGNE
4771,GONFREVILLE-CAILLOT
4772,PITHIVIERS LE VIEIL
4773,LES-PENNES-MIRABEAU
4774,SAINT DENIS DE VAUX
4775,CERANS-FOULLETOURTE
4776,SAINT-REMY-SUR-AVRE
4777,LA BEGUDE-DE-MAZENC
4778,FOUGERES SUR BIEVRE
4779,COURNON D'AUVERGNE'
4780,BRIERES LES SCELLES
4781,JOUET-SUR-L'AUBOIS'
4782,PARAY-VIEILLE-POSTE
4783,LABASTIDE-ROUAIROUX
4784,BREAL SOUS MONTFORT
4785,BEAULIEU LES LOCHES
